Close
67051.875
67449.98931814446
67860.45407627207
68276.08958099298
68687.39621083102
69126.26811606568
69579.08541402947
70028.97660276954
70464.62462507196
70847.20651097347
71152.21349991353
71437.58059536033
71739.43396869508
71962.02731433552
72182.74543853603
72436.77046946743
72638.70953209461
72819.84110250311
73034.23097450648
73307.4684848741
73603.27507373404
73885.31369137466
74167.81264218283
74447.263578486
74706.96716947279
74975.33555488514
75236.95921618766
75427.10279425686
75571.7748147085
75746.59955847288
